RegionName,California,Texas,New York,Florida,Illinois,Pennsylvania,Ohio,Michigan,Georgia,North Carolina,New Jersey,Virginia,Washington,Massachusetts,Indiana,Arizona,Tennessee,Missouri,Maryland,Wisconsin,Minnesota,Colorado,Alabama,South Carolina,Louisiana,Kentucky,Oregon,Oklahoma,Connecticut,Iowa,Mississippi,Arkansas,Kansas,Utah,Nevada,New Mexico,West Virginia,Nebraska,Idaho,Hawaii,Maine,New Hampshire,Rhode Island,Montana,Delaware,South Dakota,Alaska,North Dakota,Vermont,District of Columbia,Wyoming
15-Feb,426609,158193,270387,181133,172957,161932,115480,125303,148124,156810,300690,245990,276114,344939,120082,195603,138050,127972,274020,154887,197103,279205,116734,148356,151878,116407,259436,110700,237052,127931,107546,107276,122540,238142,206162,170384,94285,134304,181000,536970,188423,230151,239291,222952,222838,163232,280120,217236,227771,523641,216800
15-Mar,429840,159273,270689,182262,173457,162220,116011,126031,148712,157424,300917,246421,278091,346067,120299,197004,138564,128277,274460,155201,197914,281991,117010,148986,152322,116806,261478,111130,237470,128277,107915,107409,123009,239559,207297,170373,94497,135008,181785,539387,189501,231241,239400,223720,223512,163903,280523,218648,228049,522416,217340
15-Apr,432536,160374,271098,183390,174245,162647,116456,126677,149391,157948,301213,246856,279901,346318,120605,198894,139098,128812,274525,155743,198970,284638,117212,149676,152730,117116,263263,111522,237845,128601,108253,107580,123491,241248,208706,170754,94764,135650,182936,541389,190176,232252,239207,224651,224591,164512,281795,220274,228238,523191,217892
15-May,435360,161401,271609,184562,175010,163182,116915,127201,150220,158407,301283,247227,282455,346963,120898,200604,139764,129294,274816,156086,199679,287525,117393,150264,153173,117497,265175,111808,238269,129019,108573,107708,124023,242801,210626,171002,94980,136298,183897,544226,190636,233642,239185,225533,225095,165002,283797,222101,228337,523887,218454
15-Jun,437538,162410,272279,185812,175237,163447,117348,127663,151115,158837,301603,247512,284431,347645,121195,201542,140390,129775,274790,156380,200354,290414,117550,150802,153583,117773,267153,112105,238330,129435,108952,107938,124566,244202,212049,171465,95204,136921,185043,545749,190942,234695,239880,226648,225791,165682,285656,223605,228345,525477,219115
15-Jul,439677,163403,273048,186989,175508,163611,117780,128178,151881,159390,301696,247836,286399,349251,121335,202847,140994,130206,275093,156537,201064,293282,117782,151306,154065,118035,269421,112370,238466,129881,109282,108211,125013,245787,212733,171927,95413,137512,185991,547615,191797,235760,241249,227308,226239,166365,286348,224663,228302,527386,219808
15-Aug,442224,164363,273798,188330,175748,163794,118192,128796,152628,160032,301842,248140,288939,350901,121505,204075,141574,130693,275256,156750,201862,296251,117975,151726,154352,118413,271976,112629,238671,130353,109556,108554,125429,247801,213795,172661,95596,138122,187272,547691,192688,236369,242567,227917,227047,167152,286330,225156,228263,529797,220653
15-Sep,445145,165245,274546,189726,176081,164125,118588,129303,153345,160584,302195,248514,291633,352415,121739,205546,142219,131178,275451,157109,202837,299336,118232,152125,154720,118855,274439,112804,239085,130816,109764,108863,125739,249976,215433,173045,95807,138683,188312,548260,193210,236935,242916,228198,227597,167633,286045,225458,228130,533214,221270
15-Oct,448312,166184,275123,191117,176321,164507,118973,129812,154028,161075,302573,248906,294407,354037,122005,206417,142935,131630,275610,157577,203777,302363,118395,152608,155114,119264,277003,112746,238973,131281,109966,109133,126128,251801,216907,173041,95981,139279,189388,549709,193634,237215,243403,228918,227933,168143,286051,225536,228106,537503,221846
15-Nov,450795,167039,275690,192371,176611,164848,119334,130406,154702,161477,303094,249173,297006,355020,122356,207129,143699,132004,275423,158201,204846,305129,118549,153230,155393,119624,279428,112725,238349,131767,110124,109440,126466,253171,217810,172526,96179,139918,190378,551603,194062,237672,244060,229554,228254,168601,286624,226158,228126,539660,222205
15-Dec,454249,167937,276089,193737,177067,165094,119660,131204,155357,161844,303455,249466,299548,355869,122738,207949,144364,132532,275899,158841,205886,307706,118728,153902,155755,119958,282002,112787,238033,132196,110256,109731,126804,254611,219215,172344,96354,140385,191692,552939,195291,238676,245339,230346,228615,169347,287522,226796,228072,540952,222736
16-Jan,457298,168875,276521,195210,177654,165494,120065,131947,156189,162258,303439,249857,301889,356813,123265,209581,145080,133087,276436,159440,207153,309978,119001,154572,155951,120343,284695,113117,238180,132540,110388,110037,127118,256222,221181,172717,96656,140889,193556,554586,196502,239478,246947,230877,229020,170084,288724,227743,228118,541435,223144
